Time,T2_mean,T2_WRF_mean,T2_max,T2_WRF_max,T2_min,T2_WRF_min,P_WRF_mean,P_WRF_max,P_WRF_min,U10_WRF_mean,U10_WRF_max,U10_WRF_min,V10_WRF_mean,V10_WRF_max,V10_WRF_min
2018-08-20,6.889583333,6.16545615,11.61,10.325684,5,3.9767456,1020.587181,1028.164,1017.0679,0.371020169,2.3395011,-1.3813934,2.68584517,5.024284,-0.5279421
2018-08-21,6.454583333,6.417748842,9.04,9.83728,4.01,3.3813782,1013.958474,1017.1719,1008.77655,0.1754077144,1.64188,-0.96651745,-2.898475905,-0.2587739,-5.6777005
2018-08-22,8.274166667,8.175792704,9.78,9.867462,7.54,7.492798,997.1974458,1008.0385,991.904,0.1340741454,6.5458126,-3.754378,-9.290113063,-2.816502,-14.548603
2018-08-23,6.980833333,6.335287746,9.41,7.8473816,4.97,4.8089294,1005.849632,1019.78577,992.7342,4.749349608,7.5161858,2.157254,2.133078958,5.004471,-1.5423801
2018-08-24,6.2525,,8.07,,4.58,,,,,,,,,,
2018-08-25,8.360416667,9.015675821,10.37,9.752502,6.48,6.568756,1015.778633,1020.38306,1013.872,4.121433822,7.142954,0.3288136,-5.811904158,-3.047344,-9.731825
2018-08-26,10.19458333,9.518347521,10.98,10.028839,8.74,8.398285,1012.497154,1014.6639,1011.3957,4.465426602,7.3309917,0.95910424,-3.671083192,-1.2337046,-5.0847797
2018-08-27,9.275416667,8.304181408,11.49,10.067871,8.02,7.6473694,1007.528508,1011.2241,1005.6108,2.456862045,5.7030225,-0.32924393,-2.921533969,-0.89171946,-5.8409004
2018-08-28,7.905416667,,10.32,,5.82,,,,,,,,,,
2018-08-29,5.868333333,,9.85,,2.9,,,,,,,,,,
2018-08-30,7.026666667,4.935300213,10.88,8.23526,4.95,2.6021118,1023.348295,1025.4076,1021.29456,-0.4033202517,2.2792134,-1.6265335,5.496397558,7.017801,3.7324474
2018-08-31,8.010833333,,13.62,,5.18,,,,,,,,,,
2018-09-01,7.9775,7.580209192,9.06,9.731232,6.94,5.7368774,1012.906355,1018.2349,1007.1225,0.8822601215,6.9179907,-2.453496,-6.779269471,-1.6256332,-11.256405
2018-09-02,8.395,8.13316475,10.74,9.964264,6.84,5.5851746,1013.582765,1019.6828,1008.7798,3.875703037,6.5460596,1.0630373,-0.1541861029,0.898367,-1.9573429
2018-09-03,7.815,7.222508671,10.32,10.405548,6.33,4.9101257,1014.777402,1019.99756,1007.618,0.6634655283,4.641926,-3.2248662,-7.035909067,-2.0046854,-11.203349
2018-09-04,9.576666667,8.768660271,11.35,10.233368,8.02,7.2378845,1006.902804,1008.5359,1005.27026,1.647987221,7.7040544,-3.4066954,-2.579162073,2.2008476,-10.571978
2018-09-05,9.062083333,9.124501604,10.22,10.6597595,6.94,7.817749,999.8098158,1005.68726,995.7905,-0.7025729775,4.800725,-5.1131577,-8.472104496,-0.8928272,-12.4152975
2018-09-06,7.96875,7.84090675,9.14,9.263458,6.59,6.6278076,1008.261647,1018.4496,996.1551,8.597889717,10.699622,5.4936876,-3.247825837,-0.053200196,-8.277689
2018-09-07,8.128333333,6.648827892,12.07,10.360992,5.97,3.517395,1020.550781,1022.36206,1018.73413,2.686726234,4.6622763,0.5257799,-2.684928812,-0.8848578,-5.047824
2018-09-08,9.284583333,7.993200979,13.02,11.069794,7.42,5.222748,1023.707257,1024.5178,1022.342,1.549639137,3.530608,-0.984806,-2.328271171,-0.6778387,-4.4437075
2018-09-09,8.90125,7.355683688,13.86,11.635529,6.59,5.4063416,1021.440787,1023.889,1017.8951,0.3461327481,0.7244068,-0.27859247,1.700352023,4.633999,-1.6523314
2018-09-10,8.837083333,8.525082908,10.86,12.443878,6.38,6.1604614,1015.101643,1017.9283,1012.5786,-0.2356503421,1.6407088,-1.8077211,-3.649294229,0.52280426,-7.194726
2018-09-11,9.88375,9.137188033,12.36,10.711578,7.95,6.85141,1015.286145,1019.14484,1010.94885,3.189746138,4.926363,1.3143666,-2.784365989,0.3461931,-5.645337
2018-09-12,8.855,8.4830907,11.32,11.158844,7.44,6.339264,1019.685381,1020.5521,1018.74976,3.77718315,6.1121445,2.4017022,-2.936057979,-2.2114325,-3.793832
2018-09-13,9.18125,8.570354475,9.88,11.309448,8.02,6.621643,1018.551865,1020.62665,1016.91064,2.752600886,4.679005,0.5451962,-3.455263279,-2.2300556,-5.5609584
2018-09-14,9.299583333,8.801357275,10.81,11.404724,7.95,6.735443,1013.528134,1016.82446,1011.08563,2.236847821,4.978148,0.705292,-4.008470021,-1.8983411,-7.5092607
2018-09-15,9.255,9.044031812,10.88,10.416626,8.27,7.528961,1011.961274,1013.3317,1009.8688,0.3728065133,3.343748,-3.6598058,-1.094571225,1.9308767,-4.4923277
2018-09-16,9.775416667,9.997119958,10.27,10.597382,9.44,9.156097,1001.911218,1009.57947,998.7804,0.5357592217,4.010366,-4.8883734,-7.820274558,-3.39354,-12.126176
2018-09-17,10.17,9.713240375,12.12,11.435364,8.44,8.662567,1003.119652,1003.9478,1000.9175,3.768681104,5.0284085,1.5275618,-6.210246471,-4.1675696,-7.979957
2018-09-18,9.535,9.407049942,12.22,11.278381,6.59,7.749634,1002.757825,1004.5282,1001.72406,1.881154233,3.9804707,1.0284115,-3.345185992,-0.9095654,-5.31024
2018-09-19,8.16625,6.936186421,12,9.493835,5.54,4.065216,1006.235876,1008.34186,1001.83276,-0.2402202429,1.8591592,-4.087321,-3.898696421,-1.1817607,-9.021877
2018-09-20,9.589166667,9.479423542,12.53,11.599274,7.95,7.901642,997.7608754,1000.88245,995.63403,2.716245623,7.789051,-3.224373,-7.363228667,-3.5634146,-10.52157
2018-09-21,9.211666667,9.137554083,10.49,11.169739,7.82,8.056183,997.1421458,999.5388,992.46783,2.274560525,7.1402316,-4.6468234,-4.97190915,-2.71411,-6.682584
2018-09-22,9.98375,9.226395896,12.92,10.300079,7.04,8.371948,993.2696042,1000.4217,990.28033,3.139536912,7.4928236,-6.691333,-5.0894683,-1.1944798,-6.5801764
2018-09-23,8.32125,7.929080929,10.81,10.224487,6.64,5.632202,1006.727483,1013.29663,1001.195,4.826668871,7.664141,2.2352664,-2.881877042,-1.1263556,-3.715947
2018-09-24,7.619583333,7.042621542,9.48,9.83786,5.85,3.9254456,1012.558187,1014.83813,1006.81146,0.2791537885,5.521847,-4.469943,-4.292492742,-1.2673991,-9.533939
2018-09-25,8.038333333,,11.59,,5.51,,,,,,,,,,
2018-09-26,9.01875,7.937146512,13.4,12.37796,6.28,4.520172,1014.234961,1018.0449,1008.8005,-2.215296495,1.2105922,-3.6417928,0.547909425,2.580903,-2.2043066
2018-09-27,9.21125,8.992598292,10.52,9.864197,8.42,8.243927,1005.557921,1008.5554,1002.05835,-4.081945177,-0.93434834,-6.9172087,-4.475462196,-0.3531608,-6.8337793
2018-09-28,10.47125,9.700444583,12.97,11.852875,9.61,8.990631,998.2883704,1002.0183,995.2593,0.1959253246,5.851695,-2.2413132,-4.740005712,0.30021602,-7.2947116
2018-09-29,6.840416667,6.691340121,8.97,8.768158,4.74,4.812378,1000.471648,1002.38525,998.3053,4.955547029,7.8026495,1.8382999,-0.1211495985,3.2877007,-4.090307
2018-09-30,5.250833333,4.742258679,9.21,7.428314,2.34,3.1713867,1005.813855,1015.3201,1001.17377,4.850485117,7.277149,1.6051663,1.570754926,5.365844,-3.858047
2018-10-01,6.94375,6.235645288,10.96,9.915161,3.96,3.1709595,1013.025972,1016.2656,1009.98193,6.297586304,9.574791,2.2717164,-1.889755315,3.1820505,-7.3355503
2018-10-02,7.548333333,6.020811696,10.1,9.127197,4.61,3.176422,1016.466147,1020.82117,1011.4924,4.446794717,7.9601336,1.0784036,1.648746168,4.5872407,-1.130612
2018-10-03,8.662916667,6.728761025,11.44,9.6805725,7.02,4.110718,1024.107271,1025.3868,1021.4828,3.708456996,6.5229907,1.2862755,0.9720917404,4.064393,-2.1131325
2018-10-04,8.756666667,6.504198763,14.27,9.946442,5.36,3.5369568,1025.373839,1027.0419,1021.86334,1.13345338,3.3735144,-0.6503656,3.636445458,5.317361,1.6298596
2018-10-05,10.39583333,7.618905417,16.51,11.517334,7.72,4.702667,1016.986416,1021.5736,1013.1105,0.6821699283,3.7656372,-0.60418946,3.684117483,6.409028,-0.2383086
2018-10-06,8.234583333,7.038688567,10.08,9.229004,6.94,4.4052734,1009.226143,1012.86383,1004.8846,1.082591974,2.7645488,-0.5131678,-3.98432934,-0.13937332,-7.308955
2018-10-07,8.257916667,7.984637008,9.24,9.335541,6.86,5.5915527,1001.753433,1004.67865,999.4111,0.4822660357,3.0366898,-1.5590969,0.234240686,9.685517,-7.8333597
2018-10-08,7.234583333,5.772087067,9.31,8.156921,6.13,2.8438416,1004.849321,1006.1792,1003.5568,5.477144504,11.393159,1.5413154,-1.130799514,3.9633794,-5.909578
2018-10-09,7.83,6.617287996,10.47,8.486023,5.72,4.930664,1015.841905,1023.382,1006.7307,7.174331879,11.690233,4.5408325,3.601738697,6.2797356,-0.636624
2018-10-10,8.295,,10.93,5.7137146,5.82,5.7137146,,1023.9328,1023.9328,,4.0062046,4.0062046,,2.402795,2.402795
2018-10-11,8.11625,6.437395713,12.29,8.922394,5.46,4.146637,1019.870201,1023.16705,1017.093,1.743963288,5.805851,-0.44086188,3.308947551,5.952789,0.10946937
2018-10-12,9.41125,7.611092833,13.67,10.670349,6.31,4.7385254,1017.52049,1019.3725,1015.97845,0.8803673215,2.5789206,-0.872816,-3.797786119,-0.66821516,-6.1155415
2018-10-13,8.692916667,8.688939446,9.98,11.77478,7.62,6.4785767,1016.398639,1019.60236,1012.31323,3.25205212,6.3711867,0.93267334,-4.808245479,-1.43335,-8.931167
2018-10-14,10.6275,10.08591208,11.83,12.223022,9.51,9.396271,1010.315893,1012.2239,1005.3018,4.863136408,7.0628095,3.2229369,-7.075240629,-5.1692786,-9.359118
2018-10-15,9.8575,8.757490821,11.64,10.179932,8.09,6.9830933,1002.877498,1004.567,1001.6,5.880616467,7.7132354,3.7079644,-4.518522054,-1.313411,-9.35481
2018-10-16,8.756666667,8.455829704,11.42,10.066376,6.66,6.8672485,995.6786358,1001.12305,992.7366,4.256371549,7.7996955,0.50974387,-4.533771967,-1.0258448,-11.15769
2018-10-17,8.67875,8.469393367,13.33,12.10318,6.76,5.803131,1004.792522,1011.1124,998.4014,-3.517415601,1.0615373,-7.767805,-1.368792552,2.3813927,-4.2296486
2018-10-18,10.39625,9.214414021,14.82,11.004059,7.79,7.980591,1019.042038,1022.4588,1011.8883,-9.221127975,-0.51779723,-12.178254,-0.7349366463,2.164334,-3.6621158
2018-10-19,12.83208333,10.67322538,18.2,13.791504,8.64,8.763855,1017.988351,1020.5659,1015.2248,-5.337366622,-0.407042,-11.5126505,-1.580387498,0.02258212,-2.73204
2018-10-20,11.27833333,9.211119267,13.98,11.408936,8.79,6.758545,1014.449517,1015.5852,1012.9151,-0.4032936155,1.9376688,-3.8568435,-3.216885933,-1.1375399,-6.9849963
2018-10-21,9.290833333,9.71730675,12.36,11.852753,6.91,8.147003,1012.656016,1016.48846,1010.79175,3.345193289,7.2629275,-0.7841976,-2.452795536,0.45482835,-5.822411
2018-10-22,10.64041667,8.097437525,15.29,12.08017,7.37,3.9614258,1019.595135,1020.82135,1017.0574,-0.4588572471,2.7248044,-4.280033,-0.7312284613,2.028147,-1.9440522
2018-10-23,12.47958333,9.887504625,20.77,14.371857,8.47,6.1273804,1016.36032,1019.88794,1013.96484,-0.2354358663,0.582737,-1.4203037,3.443127171,4.7165484,1.5507054
2018-10-24,12.11458333,9.700492867,16.34,12.885071,8.17,5.617035,1015.254315,1017.97955,1012.9222,-0.9301428663,0.4997534,-3.2736914,0.1462957004,3.2168536,-3.865324
2018-10-25,11.21708333,9.357598596,15.99,13.090942,7.9,6.54953,1017.543309,1018.63245,1015.2864,-0.2423600348,2.1073956,-2.76706,-1.099454039,0.75854665,-3.4842746
2018-10-26,10.65791667,9.818874333,11.76,11.041077,9.44,8.600861,1012.852259,1015.2193,1010.96643,-1.004795786,2.896378,-3.198518,-4.634063532,-0.5067464,-8.945207
2018-10-27,12.20458333,10.62847008,16.53,12.016052,9.95,9.736694,1010.597063,1011.5893,1009.4554,0.501230619,3.793926,-2.3382156,-3.504436521,-1.9747883,-5.255677
2018-10-28,11.81083333,10.91765592,12.73,11.862305,11.32,10.366913,1005.362215,1010.36633,1002.6256,-0.4908305375,2.5331502,-2.6468234,-5.823382104,-5.042018,-6.946225
2018-10-29,11.61583333,10.55305983,13.69,13.084656,9.71,8.852814,1004.862573,1008.4451,1001.7969,2.244948683,5.514455,-1.308936,-0.08558716,3.7798493,-6.07193
2018-10-30,10.115,7.820757533,13.45,11.205261,7.24,3.6157227,1014.47332,1019.85486,1008.66876,3.362070438,5.722654,1.8615037,1.680512036,3.566455,-1.2195373
2018-10-31,10.77916667,8.479003804,17.87,12.264862,7.34,5.441162,1019.857441,1022.00055,1015.9517,0.2211615249,3.0293465,-2.2276123,3.737306504,5.958585,1.5895644
2018-11-01,10.52791667,8.036247258,14.27,10.96048,6.69,4.031555,1013.143936,1015.8167,1009.30115,1.977842712,3.784515,0.39172786,2.017144261,3.4598117,0.35453913
2018-11-02,10.54916667,8.867980975,16.27,12.125305,6.91,5.744568,1005.345473,1008.9492,1003.786,0.5456607925,3.7357097,-0.8986394,2.063467368,3.9494252,-2.4614599
2018-11-03,10.24541667,9.903706929,10.76,11.94223,9.61,7.833679,1000.354347,1005.8741,994.6378,0.03134862,7.695119,-3.4899974,-10.07057339,-2.8196084,-14.427475
2018-11-04,10.79125,9.926527667,13.88,11.383667,7.97,8.474487,999.4636875,1005.34,994.32837,8.103755758,10.41824,5.5354385,-5.945522387,-2.1572647,-8.540527
2018-11-05,9.2025,8.624720279,11.27,10.663147,6.51,6.4720154,1012.93542,1021.53046,1006.14343,6.90443725,9.533842,2.5506623,-1.683247571,0.9084231,-4.331778
2018-11-06,9.80375,8.580051421,15.22,12.263031,5.13,3.9809265,1022.839576,1024.0316,1020.43713,0.3300554563,1.7305624,-1.7838079,-1.601692607,-0.33144152,-3.3351142
2018-11-07,11.58166667,9.753817217,18.75,14.19873,6.94,6.040344,1013.29715,1020.1891,1007.2275,-0.81672672,1.0091321,-2.514763,-2.382376739,0.838729,-5.4206066
2018-11-08,11.06083333,11.28402698,13.35,13.884766,9.66,9.515228,1003.876219,1006.75134,1002.48474,1.939319233,2.969017,0.69571954,-4.448313509,0.10554418,-7.834425
2018-11-09,12.32375,11.41676592,15.22,15.200775,10.1,9.083984,1007.780035,1008.9345,1005.5595,0.2464202366,2.758698,-2.2285914,-1.098665674,1.4952363,-3.1488533
2018-11-10,13.18875,11.24762604,19.03,15.218445,8.52,7.7792664,1009.326542,1010.574,1007.2843,-0.4892742106,1.6929215,-2.769063,0.9070254287,2.4965298,-1.3230362
2018-11-11,15.09333333,11.73064162,21.91,15.627502,9.95,7.421112,1012.146735,1013.5765,1009.64294,-1.397692667,1.0157387,-3.4557614,0.2357002625,2.917819,-2.8229806
2018-11-12,12.51416667,11.45170333,16.65,15.091461,9.19,8.528503,1014.519985,1016.3455,1011.91956,1.443087296,5.350941,-1.5932128,1.335472504,2.4756584,0.32923856
2018-11-13,10.41875,9.326585154,12.63,13.012939,9.06,5.106415,1015.61669,1016.6062,1013.54266,2.690437558,5.735441,0.5305125,-2.692630698,0.6760679,-5.7670183
2018-11-14,10.49916667,10.56158956,11.76,11.899872,9.21,8.613373,1008.51628,1013.19025,1005.9665,5.024307117,8.74869,2.1959622,-3.036668521,3.513121,-8.563978
2018-11-15,8.852083333,7.597553233,12.39,10.450714,5.67,4.1019287,1014.429036,1016.3621,1009.87726,3.883880358,6.38455,1.4784621,1.098930817,3.6349576,-0.28894085
2018-11-16,9.31625,7.436141962,11.71,11.330902,7.29,4.4064636,1012.482225,1016.2576,1010.15814,1.985546847,4.6105185,0.3792667,-1.62571584,-0.51296777,-3.5759616
2018-11-17,11.16833333,9.934701246,15.68,13.098694,8.94,6.917877,1012.542422,1015.1878,1010.02936,2.650636067,5.1530805,0.45690832,-3.015185142,-2.087716,-4.3542223
2018-11-18,11.22375,10.57402673,13.52,13.1492,9.56,9.268646,1012.227157,1015.3957,1010.0875,4.123702675,5.516665,2.1251452,-4.684549958,-3.5522933,-6.353964
2018-11-19,12.4275,11.47531508,12.99,12.001709,11.76,11.041992,1006.155041,1009.7807,1005.231,5.482903013,7.2768083,2.8780298,-5.538689621,-2.2654681,-7.2479434
2018-11-20,10.51208333,10.95318348,11.15,11.742218,9.71,10.166168,1004.43763,1007.0761,1000.08923,3.866049887,5.4397097,2.3103318,-5.386188721,-1.9385326,-9.250799
2018-11-21,11.29833333,11.29728185,12.68,12.3203125,8.42,9.138306,999.1634042,1009.8998,994.33685,5.781381804,9.335281,2.3355498,-1.212174552,5.9616175,-9.382934
2018-11-22,10.1725,8.920698829,13.45,12.411346,7.97,5.7950134,1017.044388,1019.6033,1011.18243,4.120183913,7.495575,1.3690176,-1.515736397,2.3842077,-3.2933145
2018-11-23,11.49958333,9.719202721,14.1,12.62262,9.58,6.5429688,1018.342804,1019.79407,1017.76196,3.10549081,6.2048106,0.822731,-1.768847415,-0.8507889,-2.7648294
2018-11-24,11.88916667,9.972567233,15.32,13.178131,9.26,6.846283,1017.738246,1018.2851,1017.41876,3.787581708,7.0606484,1.1839308,-1.698433766,-0.79147303,-2.3628716
2018-11-25,11.99041667,10.05331163,15.77,13.3828125,9.34,6.203369,1018.552231,1019.6373,1017.7929,3.400778925,6.42917,1.3280445,0.6823024992,2.6446185,-1.5117979
2018-11-26,11.96583333,9.790074704,15.65,13.090851,9.26,5.9749146,1020.060487,1020.62244,1018.9925,2.56799266,5.39452,0.87607914,2.665040229,4.4546924,1.4978493
2018-11-27,12.0975,,16.87,10.499817,8.24,10.499817,,1020.4282,1020.4282,,2.8593807,2.8593807,,3.7880497,3.7880497
2018-11-28,11.99583333,,15.99,,8.82,,,,,,,,,,
2018-11-29,11.8925,10.42943574,14.03,12.222626,10.27,7.8902283,1012.468251,1014.4705,1010.79047,2.223095639,6.0033956,-0.34290555,-2.295766852,3.7275653,-5.9877505
2018-11-30,11.88125,9.603946717,15.8,12.504791,8.72,6.7164307,1020.800469,1023.6704,1013.2129,2.147630938,6.0892982,-0.89948714,4.73464045,6.3748946,1.9611946
2018-12-01,12.9075,9.971087054,19.08,14.00769,8.97,6.5814514,1023.114147,1024.4918,1019.98865,0.1888288461,1.6198578,-1.0680591,5.352477367,6.5724893,3.5492868
2018-12-02,13.06583333,11.18135579,17.72,14.744659,9.21,7.9218445,1016.781444,1019.8314,1014.1303,1.178640988,4.0757074,-0.5764474,2.831163937,5.465981,0.20567378
2018-12-03,11.67166667,9.452598621,15.32,14.217072,8.29,5.7089844,1013.544263,1014.0982,1013.21716,1.309003025,2.621301,-0.45823032,-1.736785608,-0.2321109,-3.3246124
2018-12-04,13.2475,11.32206085,17.01,13.532593,11.03,9.053497,1014.925965,1017.1757,1012.52203,0.4914481224,1.9857566,-1.3254908,4.611738245,7.0709686,-1.8685186
2018-12-05,15.28833333,11.1963462,23.3,15.545105,11.05,7.7977295,1020.219135,1021.8324,1017.40314,0.5225658115,1.7317224,-0.69348943,6.515491792,7.731623,4.8896585
2018-12-06,17.40875,12.23435469,23.33,16.894318,12.87,8.1979065,1021.763804,1022.43365,1020.29,-0.1818987278,0.7151028,-1.3984067,5.847404546,6.73905,4.6535954
2018-12-07,19.44208333,14.70883317,28.27,19.797943,14.17,10.432556,1016.278282,1020.2064,1011.54474,0.2783950394,0.8830837,-1.2536157,4.912634154,6.1985955,2.0173326
2018-12-08,13.52416667,13.39202877,20.51,16.688934,11.39,10.528503,1008.063768,1011.1718,1007.11975,0.5455929608,4.7209806,-1.3361996,-2.428274925,2.7025983,-7.438753
2018-12-09,13.11708333,12.84498852,14.39,14.740967,11.95,11.787109,1007.566461,1008.99335,1006.34436,1.74360324,5.6826773,-0.56439644,-4.707896904,-2.9811707,-6.542858
2018-12-10,13.88041667,12.84049096,16.61,14.866516,11.35,10.908478,1007.675256,1008.4338,1006.53876,3.76487249,5.807381,0.600874,-5.686630758,-3.4822342,-7.4838343
2018-12-11,12.81583333,11.92447794,14.98,13.44516,11.08,9.0937195,1010.832803,1016.26843,1007.0774,4.752577679,7.4709353,2.7969089,-1.09243374,1.1173545,-4.89825
2018-12-12,12.38416667,10.22780353,15.03,13.591797,9.78,6.8637085,1014.512063,1016.8007,1010.1332,1.537534793,3.3628318,0.46181452,-2.813856175,-0.31482282,-4.966667
2018-12-13,12.13791667,11.81810381,15.56,14.489655,10.79,10.017731,1007.522058,1009.9447,1005.87714,3.34788751,6.738865,0.62680304,-1.349318766,3.3396907,-5.917499
2018-12-14,11.94375,9.317756596,15.49,12.327972,8.17,5.2553406,1014.736233,1018.0159,1010.22266,3.266644837,5.1699777,1.8165035,-0.3669721671,3.3620758,-3.3722858
2018-12-15,11.56208333,11.27882008,13.04,13.275024,10.61,8.86203,1012.139742,1018.2333,1007.71094,2.434505079,5.631839,0.22270425,-5.521489042,-2.3216796,-7.8973665
2018-12-16,12.99125,11.63889313,15.39,13.076904,10.76,9.897339,1011.86754,1018.983,1007.4324,4.974110975,6.532229,2.6397896,1.935425535,5.349404,-1.9704803
2018-12-17,12.3325,9.563982592,17.56,13.533325,8.27,6.2717896,1022.266228,1023.58795,1019.51685,1.972696128,4.941055,0.14815359,4.5990354,6.3157144,2.612368
2018-12-18,12.60625,10.67591983,17.68,14.250763,9.14,7.46875,1018.861859,1021.43463,1015.44165,2.501626883,5.1434865,1.1029468,2.413843378,4.2331066,-1.39082
2018-12-19,13.27791667,12.00791425,17.77,14.702484,10.17,9.287415,1012.219315,1015.3332,1009.89435,3.107639381,5.222753,0.7844109,-0.0120219875,3.0635784,-4.503769
2018-12-20,14.04916667,11.63374593,18.08,15.433533,9.93,7.4003906,1017.591392,1019.0011,1015.1686,2.475891667,6.1228943,0.098295495,1.919279913,3.3879066,0.9201971
2018-12-21,14.30791667,12.08862302,19.22,15.893799,10.3,8.453369,1015.45591,1017.60425,1013.21655,2.309417746,5.1895223,-0.014180561,1.354152935,2.8351367,-0.23411599
2018-12-22,12.68291667,11.46993125,16.49,15.182495,10.2,7.275879,1013.365659,1014.5913,1012.7385,3.486285742,6.2324505,1.3500279,-0.2027129532,1.9169424,-2.418
2018-12-23,13.4375,12.06290944,16.01,16.069,11.22,8.766418,1014.15891,1015.19745,1012.6669,1.741923074,4.74858,-0.5285741,-4.271174367,-1.2066861,-7.8738194
2018-12-24,14.86208333,12.98262794,17.34,15.239655,13.69,12.097351,1010.811508,1012.69904,1009.6412,1.965186158,5.5695,-0.2790727,-4.630031926,2.0618627,-6.4233875
2018-12-25,14.05291667,11.21027369,19.22,13.911621,11.03,8.067261,1013.79136,1015.9291,1010.7776,0.947060326,1.9629568,-0.13763684,3.987688671,5.281673,2.9269915
2018-12-26,13.98458333,11.50404729,18.37,15.490051,10.83,8.498383,1010.403683,1015.50995,1008.6088,1.129792279,6.1928973,-1.3682302,4.666878133,6.876188,2.4516418
2018-12-27,12.54708333,10.96219381,15.34,13.9496155,10.42,6.6315613,1012.386755,1013.5062,1010.38837,3.595043221,6.0177584,1.4358022,0.6424272063,3.1044278,-1.2880071
2018-12-28,12.44833333,11.55434935,15.65,14.511047,10.37,9.323547,1007.970393,1012.4529,1002.0797,2.155879487,4.6373224,0.44584987,-5.216803913,-1.2148358,-9.088814
2018-12-29,12.23583333,11.94242735,14.48,12.899567,9.63,9.782013,1001.08711,1007.1947,997.204,6.038502471,8.805824,1.8224269,-3.568837326,0.08502862,-11.642662
2018-12-30,11.27083333,10.61354956,12.9,12.497009,9.56,8.330017,1007.878289,1010.1749,1005.4327,4.165687563,5.4759517,1.4313498,-5.496645188,-1.3425187,-8.462426
